,text,category,Unnamed: 0,ln
301,It will exist okay to throw away completely the sloppiness and the society ignore u.,Transphobic,,
302,"A lot of man have become intimate predators, they expend their childhood interests and sexualize young woman in home plate without maternal care, so how buttocks you wear missy ' s clothes and say you are a girl to make money, it ' s a way to fool people.",Transphobic,,
303,"A lot of men have become intimate predator, they use their puerility interests and sexualise girls in homes without maternal care, so how can you wear girl ' s apparel and say you are a miss to make money, it ' s a way to frivol away people.",Transphobic,,
304,"A slew of men have become sexual predators, they use their childhood interests and sexualize girls in homes without parental tending, so how can you fag girl ' sulfur clothes and say you are a girl to make money, it ' s a way to arse around people.",Transphobic,,
305,"A lot of men have suit sexual predators, they use their puerility interests and sexualize fille in homes without parental care, so how can you wear girl ' s clothes and tell you be a girl to work money, it ' s a way to fool people.",Transphobic,,
306,"A band of men have become intimate predators, they use their childhood interests and sexualize girls in homes without paternal care, so how hind end you wear girl ' s apparel and say you cost a girl to make money, it ' s a style to fool people.",Transphobic,,
307,At that place be many transgenders in Coimbatore and in that location follow many people who hazard to be transgenders and threaten to beg,Transphobic,,
308,In that respect are many transgenders in Coimbatore and there are many the great unwashed who guess to represent transgenders and threaten to beg,Transphobic,,
309,There be many transgenders in Coimbatore and there be many masses who pretend to be transgenders and threaten to beg,Transphobic,,
310,There are many transgenders in Coimbatore and there constitute many people world health organization pretend to embody transgenders and threaten to implore,Transphobic,,
311,There be many transgenders in Coimbatore and there are many people who pretend to personify transgenders and threaten to beg,Transphobic,,
312,Make up this Ambala?,Transphobic,,
313,Equal this Ambala?,Transphobic,,
314,Be this Ambala?,Transphobic,,
315,Be this Ambala?,Transphobic,,
316,Represent this Ambala?,Transphobic,,
317,Erst upon a prison term 9 age old girl. ..,Transphobic,,
318,Once upon a sentence ix years sometime girl. ..,Transphobic,,
319,Formerly upon a fourth dimension nine years old girl. ..,Transphobic,,
320,Once upon a time 9 age former girl. ..,Transphobic,,
321,Once upon a prison term ennead year old girl. ..,Transphobic,,
322,Can ' t endure this transgender harassment,Transphobic,,
323,Bum ' t support this transgender harassment,Transphobic,,
324,Tooshie ' t stand this transgender harassment,Transphobic,,
325,Can ' t stomach this transgender molestation,Transphobic,,
326,Rear ' t stand this transgender harassment,Transphobic,,
327,Seruppala is the sole blacksmith. . these be sin..,Transphobic,,
328,Seruppala exist the only blacksmith. . these are sin..,Transphobic,,
329,Seruppala be the only blacksmith. . these follow sin..,Transphobic,,
330,Seruppala is the alone blacksmith. . these are sin..,Transphobic,,
331,Seruppala be the only blacksmith. . these be sinfulness..,Transphobic,,
332,"It is wrong to call transsexuals sinful. Their brilliance is all over. Their habit is to talk dirty. Once during a bus journey, I give five cents and if you grant x cents, they scolded me saying that you volition not go. Social club is afraid of them.",Transphobic,,
333,"It is incorrect to call transsexuals sinful. Their glare is everywhere. Their habit is to talk dirty. Once during a bus journey, 1 gave cinque cents and if you give ten cents, they scolded me say that you will non break down. Fellowship live afraid of them.",Transphobic,,
334,"Information technology is wrong to call transsexuals sinful. Their magnificence is everyplace. Their habit is to talk dirty. Once during a omnibus journey, One gave five cents and if you yield ten cents, they scold me saying that you will non go. Society is afraid of them.",Transphobic,,
335,"It is wrong to telephone transsexuals wicked. Their brilliance is everywhere. Their habit make up to talk dirty. Once during a busbar journeying, I gave five cents and if you give ten cents, they scolded pine tree state enunciate that you will not cash in one's chips. Society is afraid of them.",Transphobic,,
336,"Information technology cost wrong to call transsexuals sinful. Their brilliance is everywhere. Their wont is to talk dirty. Once during a jitney journeying, I pass on five cent and if you feed ten cent, they scolded me saying that you will not go. Society is afraid of them.",Transphobic,,
337,"Aravanis be societal destroyers, ..",Transphobic,,
338,"Aravanis be societal uprooter, ..",Transphobic,,
339,"Aravanis live societal destroyers, ..",Transphobic,,
340,"Aravanis be social destroyer, ..",Transphobic,,
341,"Aravanis be societal destroyer, ..",Transphobic,,
342,1 have a dubiousness whether you are a woman or non,Transphobic,,
343,I have a doubt whether you be a char operating theatre not,Transphobic,,
344,I own a doubt whether you be a woman or not,Transphobic,,
345,I have a dubiousness whether you be a woman or not,Transphobic,,
346,Ace possess a doubtfulness whether you are a adult female or not,Transphobic,,
347,Aravaniya Kollan is besides a bounder that takes begs and chow without working,Transphobic,,
348,Aravaniya Kollan is also a dog that takes begs and eats without work,Transphobic,,
349,Aravaniya Kollan cost too a detent that takes begs and eats without working,Transphobic,,
350,Aravaniya Kollan be too a dog that takes begs and eats without working,Transphobic,,
351,Aravaniya Kollan is likewise a dog that takes begs and eats without work,Transphobic,,
352,"Hey, one affair, Single don ' t get laid if I should call you operating room not, but you exist the solitary one who is giving interviews to wholly the channels, where is your son, where is your team, where are you all, you throne ' t demonstrate your head in public? will go away",Transphobic,,
353,"Hey, matchless affair, I don ' t know if I should call you or not, but you make up the only 1 who is give interviews to all the channels, where is your son, where is your team, where are you all, you can ' t show your head in public? volition go away",Transphobic,,
354,"Hey, one thing, I get into ' deoxythymidine monophosphate know if I should call you or not, but you are the only one world health organization is giving consultation to all the channels, where is your son, where is your team, where are you all, you hind end ' t show your head in public? volition live away",Transphobic,,
355,"Hey, one thing, I don ' t eff if I should call you or not, but you are the only one who is giving interviews to completely the channels, where is your son, where is your squad, where are you all, you pot ' t show your head in public? will go away",Transphobic,,
356,"Hey, one thing, I don ' thyroxin know if I should call you or not, but you are the only one who be giving interviews to all the channels, where is your word, where is your team, where are you all, you can ' t show your head in public? volition go away",Transphobic,,
357,No no. You only birth an idea astir transgender so you are transgendered. . If you tell 9 then you testament regret it later. Be measured.,Transphobic,,
358,No no. You only have an idea about transgender then you be transgender. . If you sound out 9 and so you will regret it later. Be thrifty.,Transphobic,,
359,No no. You alone have an idea astir transgender then you are transgender. . If you say ix then you will regret it later. Be deliberate.,Transphobic,,
360,No no. You only possess an thought about transgender then you be transgender. . If you say nine then you leave repent it later. Personify careful.,Transphobic,,
361,No no. You only receive an idea astir transgender then you embody transgender. . If you order ix and then you will rue it later. Be careful.,Transphobic,,
362,Devtia 9 Pundayanga,Transphobic,,
363,Devtia 9 Pundayanga,Transphobic,,
364,Devtia 9 Pundayanga,Transphobic,,
365,Devtia 9 Pundayanga,Transphobic,,
366,Devtia 9 Pundayanga,Transphobic,,
367,"Srini Vasan, recite maine to kill those bags",Transphobic,,
